age,gender,driving_experience,car_age,car_value,car_category,annual_mileage,traffic_violations,previous_accidents,urban_driving_percent,night_driving_percent,credit_score,married,children,has_garage,education_level,income_level,claim_occurred,claim_amount
32,female,17,14,36236,truck,3566,2,0,15,29,429,1,0,0,phd,123304,0,0.0
23,female,38,14,71780,sports,43863,1,0,92,87,740,1,0,0,phd,21172,1,3759.8524373742825
71,male,8,14,6333,sedan,11953,0,0,5,69,792,0,2,1,masters,98493,0,0.0
66,male,11,15,74205,sedan,32696,2,0,62,46,544,0,3,1,bachelors,82229,0,0.0
47,male,4,0,88120,sports,8404,0,0,22,33,351,0,2,0,phd,22990,0,0.0
73,male,2,10,55946,sports,33846,1,0,76,75,529,1,0,1,bachelors,26654,1,2778.7112400897313
55,male,10,4,60333,truck,2581,0,1,43,41,764,0,2,0,masters,163646,0,0.0
68,female,29,4,32277,SUV,15066,0,0,0,22,485,0,2,0,bachelors,44349,0,0.0
79,male,3,5,55606,sedan,41735,0,0,56,99,461,0,1,0,bachelors,159997,0,0.0
74,male,4,1,6933,SUV,8839,0,0,75,39,498,0,1,0,bachelors,195080,0,0.0
19,male,0,5,38514,sedan,35930,0,0,26,14,700,0,0,1,masters,82342,0,0.0
32,female,26,13,94893,SUV,23129,0,0,24,79,771,0,0,0,masters,116398,0,0.0
28,female,27,10,97607,sedan,31845,0,1,85,56,755,1,1,0,masters,146354,0,0.0
25,male,28,3,67958,SUV,14913,0,0,61,13,844,1,3,1,bachelors,131177,0,0.0
43,female,17,8,11827,truck,1964,0,0,97,78,712,1,1,1,high_school,42362,1,6872.032168534615
68,male,11,2,35844,sedan,11739,0,1,17,11,830,0,0,0,high_school,58658,0,0.0
62,male,12,15,96200,truck,3673,1,0,79,34,420,1,0,0,high_school,56450,0,0.0
61,female,40,10,5792,sedan,39061,0,1,92,24,368,1,2,1,bachelors,125011,0,0.0
22,female,1,3,44695,sedan,32171,1,0,29,77,592,0,1,1,high_school,92913,0,0.0
23,male,36,0,88187,sedan,24643,1,0,29,1,709,0,2,1,masters,93559,0,0.0
43,male,44,15,47510,SUV,35486,0,0,83,17,579,0,1,1,bachelors,180524,0,0.0
71,female,15,18,44137,sedan,11624,1,0,46,34,832,0,0,0,phd,43859,0,0.0
21,male,47,15,89610,truck,2228,0,0,21,8,718,1,1,1,high_school,54480,0,0.0
36,female,23,10,78410,SUV,44370,0,1,41,10,327,0,1,1,bachelors,92530,0,0.0
37,male,34,7,87212,SUV,35608,1,1,33,89,695,1,1,0,phd,104038,0,0.0
50,female,21,0,44632,sedan,17920,0,0,62,66,727,0,2,1,bachelors,82354,0,0.0
37,male,35,8,41790,sports,20689,0,1,3,68,443,0,3,0,phd,136603,0,0.0
66,male,10,11,88568,SUV,8124,2,1,30,95,392,1,1,1,masters,128189,0,0.0
29,female,45,7,35885,sedan,43124,0,1,50,73,334,1,2,1,bachelors,46110,0,0.0
64,male,28,16,70214,truck,32339,0,0,49,37,769,1,0,0,masters,86076,0,0.0
18,male,34,9,81544,sports,8587,0,0,13,69,825,1,0,0,masters,133125,0,0.0
43,female,47,6,49870,SUV,4527,1,0,7,74,614,1,1,0,phd,170703,0,0.0
31,male,14,18,53110,sports,34067,1,0,68,80,783,0,5,0,high_school,118695,0,0.0
55,male,30,5,10171,SUV,46358,1,0,7,58,675,0,2,1,phd,133219,0,0.0
54,male,41,18,14589,sports,4963,0,0,10,65,787,1,2,0,high_school,181075,0,0.0
79,female,40,17,23077,sports,38455,0,0,28,40,795,0,1,0,phd,112746,0,0.0
28,female,42,14,69874,truck,37939,0,0,54,23,675,0,1,0,bachelors,181364,0,0.0
53,female,15,1,77246,sports,21243,1,0,84,49,790,0,0,1,high_school,196111,0,0.0
30,male,9,13,90772,truck,33693,1,0,38,4,598,0,0,0,bachelors,112583,1,1265.0299255478944
60,male,48,9,43227,sedan,46835,0,0,12,20,652,1,1,1,phd,61232,0,0.0
20,male,31,15,19937,SUV,4695,0,0,63,5,653,0,1,0,masters,100097,0,0.0
50,male,1,6,14754,truck,10112,0,1,48,3,780,1,0,0,phd,157939,0,0.0
23,female,23,7,30688,SUV,33059,0,0,18,8,703,1,0,1,bachelors,111494,0,0.0
67,male,22,9,12048,truck,8242,0,1,66,68,693,1,3,1,phd,27050,0,0.0
73,male,1,14,27568,SUV,10941,0,0,97,67,702,1,0,1,masters,111474,0,0.0
27,male,37,7,80019,truck,21001,2,0,82,8,790,1,0,0,masters,24959,0,0.0
22,female,30,12,22545,SUV,3700,0,0,95,17,823,1,1,0,phd,118263,0,0.0
40,male,39,11,87949,sedan,19085,0,0,99,58,693,0,0,0,phd,88421,0,0.0
27,male,25,7,99449,SUV,14339,0,1,51,42,403,0,0,1,bachelors,65393,0,0.0
61,male,28,14,50217,sedan,16834,1,1,77,79,310,1,2,1,masters,59288,0,0.0
19,male,2,11,53122,sedan,12084,0,1,70,65,524,1,0,0,high_school,107727,0,0.0
30,male,13,10,38746,sedan,30543,0,0,19,28,616,1,3,1,bachelors,76588,0,0.0
57,female,24,18,13709,sports,36930,0,0,95,47,721,1,1,1,high_school,31894,0,0.0
19,male,47,13,30358,SUV,42074,1,1,53,50,572,1,2,0,masters,59065,0,0.0
37,male,0,17,16023,sports,32902,0,0,94,41,353,1,1,0,masters,115239,0,0.0
18,male,2,12,33756,sports,30044,1,0,85,35,472,0,2,0,bachelors,122681,0,0.0
54,male,25,3,68175,SUV,14137,0,1,4,75,546,0,2,0,masters,83344,0,0.0
26,male,17,16,59281,sedan,35905,0,0,94,44,458,0,1,0,high_school,29613,0,0.0
34,male,8,18,54289,sports,6948,2,0,78,97,405,0,0,0,phd,97045,0,0.0
26,male,37,8,63097,sports,48461,1,0,61,34,594,0,0,0,bachelors,95688,0,0.0
28,male,22,6,81681,truck,33567,0,1,16,5,575,1,1,0,phd,99503,0,0.0
32,male,20,0,91728,SUV,32189,0,0,52,36,342,0,3,0,phd,125767,0,0.0
41,male,0,6,52259,sports,49867,1,0,36,35,493,1,2,0,bachelors,67578,0,0.0
55,female,20,6,23839,SUV,49978,1,0,18,83,610,0,0,1,high_school,144899,0,0.0
72,female,26,19,32410,SUV,32871,1,0,9,15,402,0,1,0,masters,168619,0,0.0
52,female,41,6,16447,sports,19189,0,0,43,71,549,1,0,0,masters,165792,0,0.0
47,female,5,7,91569,SUV,23797,0,1,97,21,695,1,2,0,bachelors,185879,0,0.0
48,male,43,15,80665,sedan,4569,0,0,48,68,595,0,1,1,high_school,115516,0,0.0
66,female,35,2,18907,sports,27012,1,1,88,68,537,0,1,1,bachelors,142064,0,0.0
22,female,27,12,26637,sports,13977,2,0,36,62,588,1,1,0,bachelors,60017,0,0.0
79,male,44,9,43196,sports,33049,0,0,57,74,836,0,3,0,masters,199632,0,0.0
77,female,16,17,27369,truck,22694,0,0,91,18,555,1,1,0,bachelors,169239,0,0.0
61,female,39,6,7589,truck,45388,0,0,14,80,820,0,0,1,high_school,68527,0,0.0
67,male,2,4,28560,truck,34224,0,0,19,17,418,1,1,1,high_school,192986,0,0.0
31,male,11,6,8034,truck,17832,0,0,54,72,418,1,0,0,high_school,46987,0,0.0
70,male,38,16,5169,sports,33835,0,0,12,16,390,1,2,0,high_school,148294,0,0.0
73,female,11,3,97449,sedan,2862,1,0,19,40,471,0,1,0,masters,108042,0,0.0
28,female,1,15,8239,SUV,19186,0,0,42,32,415,1,2,1,masters,43120,0,0.0
26,male,45,18,8415,SUV,30545,0,0,94,83,833,0,0,1,masters,24951,0,0.0
51,male,21,9,90488,sports,46522,2,0,81,54,648,0,0,1,masters,180329,1,16293.534989990818
29,female,22,2,81944,sedan,45391,1,1,40,81,775,0,0,0,high_school,93183,0,0.0
52,male,29,2,8484,SUV,41322,1,0,47,23,744,1,2,1,high_school,99362,0,0.0
52,female,4,16,58987,sedan,9319,1,1,55,76,407,0,1,0,bachelors,173490,0,0.0
18,male,8,9,23225,sports,39663,1,1,91,39,421,1,0,1,bachelors,84738,0,0.0
57,male,20,16,85459,truck,46788,2,1,67,27,521,1,0,0,masters,58168,0,0.0
39,female,10,16,66104,sedan,29401,1,1,87,66,758,0,0,0,bachelors,154868,0,0.0
77,male,4,3,25936,SUV,33228,0,0,43,99,797,1,0,0,masters,162017,0,0.0
46,male,34,5,44612,SUV,13202,0,0,72,74,669,1,2,0,masters,125878,0,0.0
25,male,26,11,89946,SUV,39283,1,0,46,38,420,1,0,1,masters,194971,0,0.0
28,female,48,19,44952,truck,21122,0,0,49,20,500,0,0,0,phd,76894,0,0.0
58,male,1,16,63945,sedan,34135,2,1,31,36,460,1,0,1,bachelors,112896,0,0.0
54,male,23,16,92399,sedan,23585,0,1,95,1,517,1,1,1,bachelors,163153,0,0.0
31,male,30,9,10380,SUV,49408,0,0,53,5,699,0,1,1,masters,167847,0,0.0
77,male,32,6,55298,sedan,49229,0,0,38,51,684,1,1,1,high_school,62871,0,0.0
47,male,38,15,91246,SUV,15897,1,0,84,4,363,1,1,0,phd,34770,0,0.0
52,male,29,12,85821,sedan,22291,0,0,57,46,511,1,1,0,bachelors,35607,0,0.0
38,female,45,2,32260,truck,33826,1,0,60,42,368,0,1,1,high_school,131913,0,0.0
54,female,36,1,37879,truck,9294,0,0,90,95,423,1,2,0,masters,59016,0,0.0
22,male,27,15,21143,sports,5507,0,1,99,39,676,1,4,0,masters,114266,0,0.0
36,female,30,5,54744,sports,29854,0,1,71,10,595,0,2,0,bachelors,175857,0,0.0
76,female,10,5,77949,sports,48520,0,0,82,80,657,1,3,1,bachelors,61561,1,440.0200467027493
31,male,22,12,36578,sedan,16475,0,0,92,13,824,1,2,1,phd,189303,0,0.0
43,female,1,6,85262,truck,45905,1,0,18,1,367,1,0,0,bachelors,63058,0,0.0
79,female,39,4,62331,truck,15334,0,0,68,38,569,1,0,0,phd,190547,0,0.0
21,female,40,6,97551,truck,19830,1,0,21,62,432,0,1,0,masters,85495,0,0.0
42,female,26,1,68815,SUV,48882,2,0,34,62,361,0,2,1,high_school,62688,0,0.0
62,female,34,16,76519,sedan,49803,0,0,9,17,460,0,0,1,high_school,170667,0,0.0
59,female,1,12,24178,sedan,28278,1,0,14,96,325,1,1,1,phd,188854,0,0.0
42,female,38,15,97526,sports,19749,0,0,1,93,585,1,1,1,phd,68247,0,0.0
35,female,36,19,80857,SUV,31511,0,0,21,78,745,1,2,0,bachelors,167763,0,0.0
57,male,20,1,65197,SUV,38469,0,0,98,92,548,1,1,1,bachelors,153995,0,0.0
25,male,4,4,41366,truck,41185,0,0,82,89,390,0,1,0,bachelors,119774,1,5560.9770066859655
56,female,44,17,57955,sports,26072,0,0,11,0,335,0,1,1,high_school,168098,0,0.0
57,female,20,6,46911,sedan,43326,0,0,97,16,306,1,0,1,bachelors,30391,0,0.0
31,male,28,10,88422,SUV,32146,2,0,61,53,805,0,1,0,bachelors,140537,0,0.0
49,female,19,10,58619,truck,12057,1,0,44,38,620,0,1,0,masters,27006,0,0.0
68,female,37,16,49296,sedan,27427,1,0,57,47,501,0,1,1,phd,95689,0,0.0
78,male,19,15,27791,truck,42982,0,1,19,65,843,0,2,1,bachelors,95476,0,0.0
55,male,49,12,13301,sedan,45090,0,0,50,14,555,0,0,0,masters,77718,0,0.0
50,male,24,4,40779,truck,49654,0,0,6,21,460,1,0,1,high_school,88948,0,0.0
40,female,1,19,41894,sedan,12036,0,0,23,19,329,1,1,1,bachelors,148612,0,0.0
32,female,31,15,84618,sports,15060,0,1,66,92,756,0,0,1,high_school,109809,0,0.0
50,male,25,15,54250,sedan,14607,0,0,69,88,561,0,2,0,high_school,186985,0,0.0
42,male,5,15,75994,sedan,36102,0,1,96,42,309,0,0,1,high_school,127205,0,0.0
34,female,40,13,46770,sedan,25074,0,0,52,55,658,0,1,0,high_school,34108,0,0.0
50,male,2,5,27300,truck,49864,1,0,33,23,575,1,1,1,phd,168636,0,0.0
64,female,32,1,73235,SUV,20773,0,0,32,97,423,0,0,1,high_school,114445,0,0.0
72,female,0,13,34485,sedan,33970,1,2,92,42,567,0,3,1,masters,139547,0,0.0
19,male,4,15,45285,sedan,33998,0,0,22,20,577,0,0,0,masters,108607,0,0.0
31,male,12,19,71555,sports,29210,1,0,57,47,375,1,2,0,high_school,55311,1,2213.573381436904
70,female,18,12,37471,sedan,45088,0,1,67,65,825,0,3,0,high_school,118484,0,0.0
57,male,11,14,53671,sports,12683,0,0,68,15,475,0,1,0,phd,30549,0,0.0
57,male,47,11,25270,sedan,3962,1,0,97,39,335,0,3,1,bachelors,38811,0,0.0
68,male,24,8,93151,truck,36095,1,1,79,20,569,0,1,0,high_school,108051,0,0.0
56,male,34,17,18698,SUV,31000,1,0,39,51,301,0,2,1,masters,189331,0,0.0
68,female,11,13,77265,SUV,30137,0,0,46,7,555,0,2,0,masters,125138,0,0.0
23,female,29,19,44729,SUV,36552,0,1,42,77,813,1,0,1,phd,59371,0,0.0
23,female,4,3,16171,truck,47253,1,0,60,54,662,1,2,1,masters,74448,0,0.0
20,female,33,7,84483,sports,34571,1,0,41,85,406,0,0,1,masters,192894,1,7779.047062178234
24,male,21,7,65684,SUV,46321,0,2,61,81,433,1,1,0,high_school,164296,0,0.0
68,male,38,15,60165,truck,48350,2,0,66,57,708,0,1,1,phd,110581,0,0.0
25,female,12,9,54948,truck,44861,0,0,54,4,750,1,0,0,masters,33017,0,0.0
59,female,46,16,39725,sedan,40164,0,0,48,41,834,0,0,0,masters,92682,0,0.0
69,male,2,0,24450,sports,48578,0,1,48,29,650,0,0,1,phd,136491,1,1272.440874778426
32,female,19,17,18300,truck,17559,0,0,77,94,327,1,3,0,phd,190352,0,0.0
64,female,30,9,89600,sports,43404,0,0,32,8,836,1,4,0,masters,141317,0,0.0
46,male,4,3,9441,SUV,49074,1,1,27,94,364,0,1,1,bachelors,85283,0,0.0
50,female,23,0,24332,SUV,45963,1,0,56,94,493,0,1,0,high_school,135657,0,0.0
69,male,39,3,25115,SUV,6691,0,0,40,40,506,0,3,0,masters,78611,0,0.0
47,male,32,3,92404,sedan,4532,1,0,78,50,598,1,0,0,masters,106142,0,0.0
56,female,7,3,46997,sedan,49991,0,0,3,56,339,1,0,1,high_school,199857,0,0.0
44,male,23,16,91151,sports,21733,0,1,19,72,763,1,2,0,masters,156303,0,0.0
53,female,49,8,18615,sports,18927,0,0,88,60,322,0,2,1,masters,129881,0,0.0
46,male,19,18,19732,sedan,44114,0,0,34,5,427,1,0,1,phd,69814,0,0.0
55,female,15,12,30367,truck,14482,0,1,52,25,562,1,0,0,masters,140660,0,0.0
74,female,49,3,47738,sports,27681,1,0,38,73,334,0,0,1,bachelors,171713,0,0.0
50,female,11,4,5981,sports,6456,0,1,52,5,786,1,1,1,phd,61768,0,0.0
78,male,12,12,67881,SUV,4413,0,0,85,52,400,1,1,0,masters,72684,0,0.0
54,male,44,15,63609,sports,8085,0,1,98,60,381,0,1,0,masters,35672,0,0.0
44,female,41,4,92090,sports,28937,0,0,91,32,616,1,3,0,high_school,176952,0,0.0
72,male,38,7,95855,truck,21563,0,1,9,44,629,0,1,1,high_school,76245,0,0.0
50,female,24,15,86666,sports,10332,0,0,79,93,495,1,0,0,bachelors,175616,0,0.0
79,female,45,0,89351,truck,38575,1,0,86,39,713,0,0,0,high_school,166139,0,0.0
21,male,31,5,13566,SUV,8386,1,0,82,23,808,0,1,1,high_school,86613,0,0.0
39,female,23,10,96865,sedan,27337,0,1,64,91,780,0,0,0,bachelors,29754,0,0.0
19,male,47,15,76885,SUV,35708,1,0,0,44,367,0,0,0,masters,65575,0,0.0
27,female,46,4,15728,truck,30572,0,1,52,37,692,1,2,0,high_school,94211,0,0.0
22,male,43,15,88911,truck,34424,2,0,45,28,572,0,1,1,high_school,35861,0,0.0
76,female,8,6,92350,sports,36271,0,1,25,78,598,0,0,0,bachelors,141207,0,0.0
27,female,39,18,41214,sports,12030,2,1,97,7,440,0,1,1,high_school,114917,0,0.0
50,male,49,0,62935,sedan,14138,2,0,1,63,484,1,0,1,phd,33388,0,0.0
71,female,22,8,92081,truck,48369,0,0,27,86,488,0,1,0,high_school,67955,0,0.0
55,female,49,17,50588,truck,16646,0,0,83,72,318,0,1,0,masters,51926,0,0.0
30,male,12,12,23953,SUV,29812,0,0,26,50,380,1,2,0,bachelors,68831,0,0.0
48,female,31,14,73408,sedan,24422,0,0,27,74,797,1,0,0,masters,119994,0,0.0
64,male,49,2,79904,SUV,11645,0,0,30,5,841,0,0,1,masters,183824,0,0.0
53,female,14,9,39103,sports,15628,0,0,46,46,517,1,1,0,masters,144402,0,0.0
62,male,35,8,75949,sports,25486,1,0,6,48,824,0,0,1,bachelors,170546,0,0.0
41,female,48,12,99805,SUV,23409,0,0,71,75,637,0,0,0,phd,188000,0,0.0
69,female,4,15,54264,sports,40266,1,0,95,97,420,1,0,0,high_school,181603,1,3909.951457019902
73,female,21,2,25156,SUV,23732,2,0,74,84,768,0,2,1,masters,101217,1,2982.8928910962004
32,male,15,14,18423,truck,47557,0,0,47,31,671,1,1,1,bachelors,55051,0,0.0
46,male,40,16,43062,truck,20425,0,1,25,53,781,0,1,1,high_school,69440,0,0.0
25,male,9,13,47805,sports,13195,2,0,54,35,478,0,0,0,bachelors,167877,0,0.0
22,male,23,6,6987,sedan,19722,0,0,88,88,410,1,3,0,masters,114598,1,1145.9938270382097
46,female,17,19,67979,truck,17494,0,0,6,98,308,0,0,0,bachelors,112892,0,0.0
64,female,48,15,42597,sports,22571,0,0,83,97,521,1,0,1,masters,196883,0,0.0
21,male,17,7,88905,sedan,35486,1,1,56,18,407,0,1,1,bachelors,189096,0,0.0
29,male,6,3,32868,sports,23900,3,0,57,36,636,0,2,1,masters,23468,1,4109.892006569561
62,male,3,19,81970,SUV,1125,0,0,93,16,503,1,1,1,high_school,98895,0,0.0
19,female,25,14,68805,sports,49814,0,0,0,79,826,0,1,0,bachelors,25183,0,0.0
44,male,4,4,85084,SUV,20318,1,1,81,15,752,1,0,1,bachelors,170044,0,0.0
48,male,15,12,21636,truck,39685,0,0,71,57,494,1,0,0,high_school,99517,0,0.0
68,female,34,5,62467,truck,44162,1,0,28,43,560,1,2,1,masters,52457,0,0.0
68,female,25,4,22007,sports,8590,0,0,21,67,308,1,1,0,phd,64050,0,0.0
53,male,17,16,81864,sedan,35850,0,0,95,48,515,1,2,0,masters,166607,0,0.0
53,female,28,6,8389,sports,13134,0,0,39,93,412,1,0,0,masters,144628,0,0.0
43,male,22,5,14458,sports,26230,0,1,61,50,639,1,1,0,high_school,52985,0,0.0
60,female,13,1,73481,truck,16058,0,0,13,97,346,1,0,0,phd,177222,0,0.0
44,male,14,10,79888,truck,15301,2,0,1,4,788,1,1,0,bachelors,58454,1,2408.1437876314044
22,male,48,6,81022,sports,38861,1,1,34,96,621,1,2,0,phd,136471,0,0.0
37,male,32,7,46400,truck,28039,0,0,70,57,397,0,3,1,bachelors,130058,0,0.0
28,male,24,4,72628,SUV,1284,1,0,66,45,744,1,3,1,bachelors,77651,0,0.0
79,female,20,17,56857,sports,39334,1,0,78,54,392,1,1,1,high_school,66911,0,0.0
27,female,16,15,69367,truck,44525,1,0,97,72,551,0,0,1,masters,137783,1,9073.921781843686
57,female,22,13,41527,sports,41986,1,0,21,16,462,1,1,1,masters,177978,0,0.0
55,female,42,11,75648,truck,19658,1,0,17,11,457,1,0,1,phd,146697,0,0.0
23,male,16,16,21937,SUV,29443,0,1,45,23,437,1,2,0,masters,62689,0,0.0
25,male,13,4,42672,SUV,4972,0,2,81,55,683,1,1,0,bachelors,160406,0,0.0
40,female,28,13,6112,sports,27167,0,1,62,54,611,0,0,0,high_school,85597,0,0.0
64,female,19,5,40545,SUV,14679,1,1,97,75,589,0,1,0,masters,94748,1,13740.999160831669
43,female,29,14,94017,SUV,45341,1,0,35,78,364,1,1,1,masters,111535,0,0.0
63,female,18,6,53355,truck,30519,0,1,45,15,497,1,1,1,bachelors,192583,0,0.0
60,female,38,13,80561,sports,26704,0,0,36,86,827,1,0,0,phd,43769,0,0.0
29,male,12,17,39082,truck,37881,1,1,17,81,836,1,1,1,masters,55775,0,0.0
43,male,17,0,65482,truck,32948,0,1,42,21,549,0,1,1,bachelors,94294,0,0.0
30,male,22,5,84098,sedan,15378,3,0,28,43,838,1,2,1,phd,123246,1,6807.0909922069295
57,female,45,2,16304,SUV,11328,0,0,75,94,416,1,2,0,masters,152079,1,184.04450406052845
79,female,32,4,61625,truck,25732,0,1,17,42,785,0,2,0,bachelors,158328,0,0.0
35,female,38,11,77551,truck,18673,0,1,94,78,662,0,1,1,bachelors,197667,0,0.0
42,female,39,10,49885,truck,11373,0,0,14,20,325,0,1,1,masters,30713,0,0.0
50,male,17,12,76246,SUV,6720,0,0,58,7,792,1,1,1,bachelors,43804,0,0.0
64,male,8,15,17588,SUV,6153,0,0,93,48,656,1,1,0,masters,172958,0,0.0
57,female,32,17,25967,SUV,7226,3,0,99,99,711,0,0,1,masters,82486,0,0.0
77,male,31,16,92440,sports,3976,0,0,27,5,775,1,0,1,phd,21636,0,0.0
60,male,16,16,29256,truck,39019,0,0,52,80,713,1,1,0,high_school,77904,0,0.0
29,female,18,10,63348,SUV,37267,0,0,14,46,421,0,1,1,masters,118665,0,0.0
61,female,26,19,30052,truck,20297,0,1,42,35,760,0,0,0,masters,68512,0,0.0
53,female,5,9,85972,sports,17587,0,0,32,91,728,1,4,0,phd,56079,0,0.0
65,female,34,15,92351,sedan,19206,0,0,1,22,542,1,0,0,high_school,103768,0,0.0
21,female,36,1,63479,sports,26935,1,2,58,30,702,0,0,1,high_school,140122,0,0.0
22,female,33,16,85732,SUV,30633,0,0,7,74,551,1,2,1,bachelors,133398,0,0.0
73,male,19,19,65200,SUV,11736,0,1,32,61,374,1,2,1,high_school,144138,0,0.0
54,male,24,9,88625,sports,42401,1,1,34,83,411,1,0,0,high_school,77205,0,0.0
25,female,3,12,88140,truck,7971,0,1,17,95,659,1,0,1,bachelors,141105,0,0.0
59,male,9,11,7506,SUV,10507,0,0,89,80,467,1,1,1,high_school,62132,0,0.0
66,female,9,14,25709,SUV,26724,0,0,20,56,549,0,3,0,phd,170071,0,0.0
45,female,23,6,63535,sports,23166,0,0,63,69,512,1,0,0,masters,94419,0,0.0
48,female,20,12,49840,truck,14158,1,0,27,64,742,1,1,1,phd,54685,0,0.0
75,female,10,11,65587,sports,26774,0,0,83,36,345,1,3,0,high_school,152999,0,0.0
26,male,26,11,64321,sports,12108,0,1,44,67,317,0,1,1,bachelors,197432,0,0.0
71,female,15,1,48202,truck,13077,1,0,19,94,649,1,2,1,phd,97983,0,0.0
68,male,25,4,61588,truck,5175,0,0,3,74,519,1,0,1,phd,95639,0,0.0
46,female,29,1,8090,sedan,36627,0,1,35,16,697,0,1,0,masters,39525,0,0.0
31,female,48,19,64231,sports,3962,0,0,97,6,397,1,2,1,bachelors,142865,0,0.0
57,female,15,12,26552,truck,14616,0,1,76,51,304,1,1,0,phd,174864,0,0.0
58,male,6,2,99671,SUV,33253,0,0,94,34,458,1,1,1,high_school,125372,0,0.0
39,female,15,10,85227,sedan,18751,2,0,51,1,386,0,1,0,masters,170212,0,0.0
28,female,34,15,38741,sports,46625,0,0,38,39,419,0,2,0,phd,148459,0,0.0
40,female,15,0,26661,truck,6210,0,0,70,36,742,0,0,1,high_school,39616,0,0.0
18,male,39,18,46025,sedan,33390,1,0,80,56,471,1,2,1,phd,42370,0,0.0
63,male,11,10,11092,sedan,36677,1,1,11,9,534,1,4,0,phd,124297,0,0.0
54,male,34,8,40674,SUV,44176,3,0,54,75,777,0,1,0,bachelors,97413,0,0.0
38,female,48,13,5570,sedan,37173,0,1,93,80,420,0,3,1,phd,106255,0,0.0
43,male,20,8,17084,sports,16993,0,0,47,45,796,1,1,0,bachelors,29927,0,0.0
63,female,49,6,70843,truck,27859,0,0,97,89,721,0,1,1,high_school,180229,0,0.0
53,male,42,15,65752,sedan,21878,1,0,85,4,434,0,2,1,bachelors,20670,0,0.0
71,male,35,2,74278,sedan,15923,1,0,84,4,614,1,0,1,high_school,30051,0,0.0
40,female,47,18,99328,sports,34588,1,1,8,26,368,0,0,1,bachelors,198599,0,0.0
74,male,16,3,5765,SUV,28100,0,0,11,4,497,1,1,1,bachelors,33305,0,0.0
18,female,31,6,29198,SUV,25086,0,2,80,60,310,1,0,0,bachelors,168676,0,0.0
71,female,40,11,66201,truck,41023,1,1,79,7,429,0,1,0,bachelors,193097,0,0.0
72,male,5,17,78271,sports,48709,0,0,68,30,409,0,1,0,masters,26357,0,0.0
68,female,23,4,86738,SUV,33571,0,0,82,96,326,1,0,1,phd,171187,0,0.0
57,female,26,9,52199,truck,12017,1,0,56,20,699,0,1,1,masters,187914,0,0.0
32,male,19,11,16377,truck,38221,1,0,27,98,619,0,1,0,high_school,77459,1,1873.4673396103867
38,male,24,7,84833,SUV,20513,0,0,16,20,493,0,0,0,high_school,152299,0,0.0
64,female,1,18,13036,sports,45974,1,0,21,50,645,0,1,1,phd,168148,0,0.0
26,male,8,14,45364,sedan,47478,1,0,34,78,315,0,0,0,high_school,69040,0,0.0
70,female,27,0,94905,SUV,15860,1,0,58,99,372,0,1,0,high_school,169491,0,0.0
26,female,37,2,42443,sedan,9086,1,1,78,58,500,1,2,0,bachelors,196922,0,0.0
27,male,2,17,6663,sedan,49544,0,0,18,1,463,1,1,1,phd,134838,0,0.0
69,male,19,17,44244,sports,19050,1,1,49,29,306,1,0,0,bachelors,22293,0,0.0
74,male,5,1,63391,sports,41157,0,0,25,57,360,0,0,1,phd,62041,0,0.0
70,male,38,4,82564,truck,20784,0,0,59,91,651,0,2,1,bachelors,127002,0,0.0
43,female,32,0,90359,sports,12774,0,0,43,80,784,1,2,0,phd,116496,0,0.0
58,female,0,9,20077,truck,35968,1,2,55,19,750,0,1,0,high_school,105687,1,2597.748409903786
52,male,36,19,62849,SUV,13142,0,0,98,39,713,1,1,0,masters,158852,0,0.0
69,male,5,9,24631,sedan,24007,0,0,42,28,330,1,3,0,high_school,78973,0,0.0
42,female,44,4,57652,sports,26158,0,0,22,4,390,0,1,0,phd,185804,0,0.0
43,female,33,17,72446,SUV,7051,0,1,73,88,817,0,1,0,masters,58812,0,0.0
28,female,46,14,38500,truck,32576,1,0,21,9,745,0,0,1,masters,142253,0,0.0
55,female,14,19,24897,sports,5115,1,1,46,82,584,0,0,1,bachelors,73293,0,0.0
19,male,44,7,63915,sedan,20024,0,1,54,60,692,0,6,0,phd,175802,0,0.0
24,female,25,16,42377,SUV,7371,0,0,10,0,438,0,1,0,bachelors,32166,0,0.0
35,female,13,11,81670,sports,29690,1,0,54,46,629,0,0,1,phd,180025,0,0.0
44,male,6,11,31897,sports,40355,0,0,25,97,432,0,1,0,high_school,189385,1,2170.390141165519
51,female,45,0,52280,SUV,33420,0,1,0,56,625,0,3,0,phd,36413,0,0.0
44,female,30,3,62320,truck,44375,2,1,99,13,829,0,1,0,high_school,102640,1,2591.9093961765084
34,male,23,7,77592,truck,49002,1,2,61,24,320,1,0,1,masters,67365,1,2969.4007487690183
60,male,30,0,99486,sports,47698,0,0,20,89,778,0,1,0,masters,132722,0,0.0
76,male,28,14,73289,truck,10080,0,1,7,20,757,1,0,1,bachelors,183282,0,0.0
61,female,41,17,36941,truck,2883,0,1,19,15,817,1,0,1,masters,63957,0,0.0
76,female,31,0,19234,SUV,5821,1,0,44,73,835,1,3,1,masters,56571,0,0.0
68,male,16,10,80172,truck,37590,0,0,80,31,524,0,0,0,high_school,50498,0,0.0
71,male,13,1,8376,truck,9338,1,1,78,44,629,1,2,0,phd,173634,0,0.0
41,female,39,0,35783,SUV,23007,0,1,84,63,667,1,2,0,high_school,38436,0,0.0
42,male,35,11,46249,sports,3477,1,0,64,83,441,0,0,0,masters,178565,0,0.0
